heart_rate,spo2,temperature,humidity,noise,light,vibration,timestamp,hour,day_of_week,stress_index,env_risk,label
105,93,35.8,41,86,529,32,2026-03-22 15:23:00,15,6,147.1,258.1,1
128,99,37.0,55,41,404,75,2026-03-22 15:24:00,15,6,146.9,211.0,1
123,88,35.6,33,69,261,63,2026-03-22 15:25:00,15,6,169.8,188.2,1
63,91,39.2,36,41,205,12,2026-03-22 15:26:00,15,6,88.0,166.1,1
67,88,38.9,45,39,556,37,2026-03-22 15:27:00,15,6,102.2,238.8,1
117,95,39.1,57,50,206,51,2026-03-22 15:28:00,15,6,141.4,182.9,1
107,86,40.0,86,49,424,39,2026-03-22 15:29:00,15,6,142.8,242.1,1
77,96,40.2,76,92,237,37,2026-03-22 15:30:00,15,6,124.7,230.2,1
101,92,35.6,36,43,439,52,2026-03-22 15:31:00,15,6,129.9,207.1,1
93,99,36.6,39,89,385,71,2026-03-22 15:32:00,15,6,141.7,232.0,1
68,98,39.1,73,77,400,14,2026-03-22 15:33:00,15,6,100.1,248.6,1
76,88,39.2,42,58,402,21,2026-03-22 15:34:00,15,6,114.1,220.4,1
102,99,40.2,35,93,577,65,2026-03-22 15:35:00,15,6,149.1,278.4,1
91,89,39.8,53,39,111,69,2026-03-22 15:36:00,15,6,129.5,155.6,1
97,90,38.8,41,69,589,21,2026-03-22 15:37:00,15,6,133.4,264.2,1
91,93,37.9,57,61,428,73,2026-03-22 15:38:00,15,6,135.7,232.6,1
81,92,39.2,70,43,443,6,2026-03-22 15:39:00,15,6,100.1,232.1,1
108,91,37.9,75,89,426,11,2026-03-22 15:40:00,15,6,147.7,260.8,1
87,97,40.1,48,61,168,59,2026-03-22 15:41:00,15,6,122.3,180.5,1
69,88,40.4,72,58,399,8,2026-03-22 15:42:00,15,6,104.6,237.2,1
88,96,39.4,74,89,440,60,2026-03-22 15:43:00,15,6,138.9,266.1,1
98,97,37.5,86,54,475,10,2026-03-22 15:44:00,15,6,112.9,250.8,1
77,90,37.6,54,95,219,30,2026-03-22 15:45:00,15,6,133.1,212.5,1
100,98,37.6,42,51,565,18,2026-03-22 15:46:00,15,6,113.9,244.9,1
78,86,37.5,82,41,395,42,2026-03-22 15:47:00,15,6,116.5,223.7,1
77,98,40.1,72,30,463,43,2026-03-22 15:48:00,15,6,92.5,229.8,1
97,92,35.7,61,56,560,60,2026-03-22 15:49:00,15,6,135.6,253.1,1
61,94,38.2,63,60,489,69,2026-03-22 15:50:00,15,6,108.5,247.7,1
124,96,36.0,87,80,207,17,2026-03-22 15:51:00,15,6,150.3,212.9,1
60,92,40.2,67,93,503,11,2026-03-22 15:52:00,15,6,109.8,279.6,1
85,95,36.6,66,62,276,26,2026-03-22 15:53:00,15,6,114.3,204.8,1
127,89,37.1,75,46,202,78,2026-03-22 15:54:00,15,6,164.5,184.3,1
65,93,35.8,80,33,472,36,2026-03-22 15:55:00,15,6,89.8,229.1,1
89,94,37.3,80,31,448,51,2026-03-22 15:56:00,15,6,111.0,225.9,1
82,86,39.5,66,49,481,21,2026-03-22 15:57:00,15,6,117.4,242.5,1
88,87,39.0,57,65,396,66,2026-03-22 15:58:00,15,6,142.2,231.2,1
77,86,37.2,49,45,303,78,2026-03-22 15:59:00,15,6,128.5,191.0,1
121,86,39.0,61,94,310,26,2026-03-22 16:00:00,16,6,172.6,236.3,1
71,96,36.9,45,63,453,25,2026-03-22 16:01:00,16,6,101.8,231.0,1
66,99,38.3,58,83,310,50,2026-03-22 16:02:00,16,6,110.8,225.7,1
121,86,38.6,74,58,295,10,2026-03-22 16:03:00,16,6,149.8,213.8,1
62,94,38.2,72,65,127,79,2026-03-22 16:04:00,16,6,114.8,183.3,1
93,99,40.3,89,62,218,46,2026-03-22 16:05:00,16,6,120.7,212.1,1
91,87,35.6,36,31,155,74,2026-03-22 16:06:00,16,6,130.0,141.9,1
99,85,40.0,54,82,479,69,2026-03-22 16:07:00,16,6,163.4,260.2,1
63,85,38.6,66,80,422,43,2026-03-22 16:08:00,16,6,125.8,250.6,1
94,94,35.9,76,72,485,23,2026-03-22 16:09:00,16,6,127.1,257.2,1
102,86,36.8,56,55,218,47,2026-03-22 16:10:00,16,6,144.2,183.7,1
102,94,36.4,88,39,162,5,2026-03-22 16:11:00,16,6,111.6,176.5,1
88,87,39.3,80,51,256,13,2026-03-22 16:12:00,16,6,119.3,205.5,1
85,89,35.7,73,73,509,69,2026-03-22 16:13:00,16,6,141.7,260.8,1
117,97,40.2,42,35,503,56,2026-03-22 16:14:00,16,6,132.4,226.5,1
106,87,35.9,38,90,317,35,2026-03-22 16:15:00,16,6,159.8,217.2,1
118,95,40.3,64,50,331,42,2026-03-22 16:16:00,16,6,139.5,213.8,1
93,98,38.6,33,30,460,65,2026-03-22 16:17:00,16,6,111.9,206.7,1
117,98,39.9,67,95,434,41,2026-03-22 16:18:00,16,6,156.4,266.6,1
109,93,39.9,71,58,142,7,2026-03-22 16:19:00,16,6,128.8,184.3,1
86,91,37.5,64,57,575,75,2026-03-22 16:20:00,16,6,133.3,261.9,1
119,92,40.1,45,68,519,13,2026-03-22 16:21:00,16,6,145.1,254.1,1
129,91,36.8,30,40,553,31,2026-03-22 16:22:00,16,6,146.0,227.2,1
101,96,40.1,72,54,542,58,2026-03-22 16:23:00,16,6,131.2,262.4,1
108,89,36.8,52,60,187,68,2026-03-22 16:24:00,16,6,153.3,179.0,1
84,87,38.8,52,82,521,55,2026-03-22 16:25:00,16,6,144.2,265.2,1
77,85,40.0,51,97,376,27,2026-03-22 16:26:00,16,6,140.7,248.6,1
114,90,37.2,43,47,341,38,2026-03-22 16:27:00,16,6,141.1,197.0,1
62,95,39.7,72,97,193,29,2026-03-22 16:28:00,16,6,114.3,221.9,1
75,90,40.0,41,33,122,64,2026-03-22 16:29:00,16,6,110.7,148.0,1
81,98,39.1,87,70,514,5,2026-03-22 16:30:00,16,6,104.3,273.5,1
73,85,37.0,73,48,510,27,2026-03-22 16:31:00,16,6,113.0,246.1,1
72,97,40.2,88,51,424,63,2026-03-22 16:32:00,16,6,106.5,244.9,1
96,98,37.7,47,66,450,57,2026-03-22 16:33:00,16,6,129.9,235.1,1
88,89,39.4,77,49,328,79,2026-03-22 16:34:00,16,6,135.1,217.2,1
68,99,39.7,39,86,280,57,2026-03-22 16:35:00,16,6,116.0,215.1,1
74,86,36.3,46,48,100,24,2026-03-22 16:36:00,16,6,111.4,149.2,1
68,89,36.4,33,78,101,44,2026-03-22 16:37:00,16,6,123.1,164.1,1
126,93,38.9,69,64,194,62,2026-03-22 16:38:00,16,6,161.9,195.9,1
102,85,35.7,86,77,571,76,2026-03-22 16:39:00,16,6,165.4,282.5,1
121,97,37.9,73,70,269,27,2026-03-22 16:40:00,16,6,144.4,215.1,1
114,99,39.3,38,32,138,49,2026-03-22 16:41:00,16,6,123.4,147.6,1
94,89,38.9,32,99,549,37,2026-03-22 16:42:00,16,6,152.3,272.9,1
122,91,36.6,87,89,233,21,2026-03-22 16:43:00,16,6,161.9,225.6,1
126,87,40.3,35,52,530,54,2026-03-22 16:44:00,16,6,162.5,240.5,1
110,97,36.2,67,71,296,21,2026-03-22 16:45:00,16,6,134.3,214.8,1
128,91,38.0,79,80,224,18,2026-03-22 16:46:00,16,6,161.3,216.3,1
106,94,39.9,64,64,475,43,2026-03-22 16:47:00,16,6,138.7,251.6,1
65,86,38.0,40,35,366,62,2026-03-22 16:48:00,16,6,109.1,193.7,1
90,86,36.4,48,52,574,76,2026-03-22 16:49:00,16,6,141.8,248.0,1
120,92,38.7,73,70,169,78,2026-03-22 16:50:00,16,6,166.4,196.7,1
62,91,37.4,45,41,151,31,2026-03-22 16:51:00,16,6,92.9,156.2,1
65,96,36.3,80,38,392,29,2026-03-22 16:52:00,16,6,85.7,217.6,1
117,86,38.9,60,94,337,61,2026-03-22 16:53:00,16,6,179.9,241.0,1
110,92,37.7,69,31,335,26,2026-03-22 16:54:00,16,6,123.3,198.6,1
104,94,39.6,66,90,475,14,2026-03-22 16:55:00,16,6,141.4,270.2,1
114,95,39.4,81,98,221,75,2026-03-22 16:56:00,16,6,170.2,232.1,1
98,85,37.7,44,75,531,37,2026-03-22 16:57:00,16,6,149.5,256.1,1
84,91,36.8,39,87,308,19,2026-03-22 16:58:00,16,6,129.9,215.6,1
85,92,39.0,83,87,340,74,2026-03-22 16:59:00,16,6,145.7,248.4,1
66,89,36.9,75,55,340,74,2026-03-22 17:00:00,17,6,119.0,217.8,1
77,95,36.9,57,85,445,37,2026-03-22 17:01:00,17,6,122.7,250.8,1
120,96,38.6,41,36,210,5,2026-03-22 17:02:00,17,6,121.5,164.9,1
124,86,38.3,64,82,528,18,2026-03-22 17:03:00,17,6,166.6,271.6,1
97,90,39.3,80,36,417,10,2026-03-22 17:04:00,17,6,113.6,227.2,1
115,96,36.1,85,79,595,48,2026-03-22 17:05:00,17,6,151.9,289.0,1
78,94,38.5,57,92,533,60,2026-03-22 17:06:00,17,6,135.4,276.5,1
117,87,36.2,87,91,235,63,2026-03-22 17:07:00,17,6,177.5,226.6,1
121,96,35.6,61,82,412,24,2026-03-22 17:08:00,17,6,151.0,241.5,1
86,96,39.0,53,79,529,48,2026-03-22 17:09:00,17,6,128.7,265.6,1
73,97,39.8,66,96,549,59,2026-03-22 17:10:00,17,6,128.6,289.6,1
109,92,37.2,36,94,361,77,2026-03-22 17:11:00,17,6,169.3,230.4,1
105,89,40.1,59,92,517,11,2026-03-22 17:12:00,17,6,149.8,277.5,1
77,90,36.6,68,84,441,61,2026-03-22 17:13:00,17,6,136.9,254.2,1
113,94,37.3,57,31,475,67,2026-03-22 17:14:00,17,6,135.0,219.8,1
103,98,39.1,46,80,177,72,2026-03-22 17:15:00,17,6,147.0,192.6,1
70,89,35.7,60,39,281,63,2026-03-22 17:16:00,17,6,110.9,184.9,1
124,91,39.8,79,69,310,67,2026-03-22 17:17:00,17,6,167.3,229.4,1
67,98,39.0,39,70,505,43,2026-03-22 17:18:00,17,6,104.5,247.5,1
114,89,35.5,38,92,449,6,2026-03-22 17:19:00,17,6,155.5,244.2,1
97,88,39.9,43,97,279,56,2026-03-22 17:20:00,17,6,160.9,225.0,1
87,99,40.3,69,98,597,58,2026-03-22 17:21:00,17,6,137.5,303.1,1
84,97,40.0,83,36,350,53,2026-03-22 17:22:00,17,6,105.6,216.7,1
80,94,37.8,31,78,383,34,2026-03-22 17:23:00,17,6,122.2,222.3,1
109,97,35.9,34,58,369,8,2026-03-22 17:24:00,17,6,123.1,203.2,1
76,97,36.5,71,43,516,5,2026-03-22 17:25:00,17,6,88.3,241.8,1
104,95,36.0,75,53,355,34,2026-03-22 17:26:00,17,6,127.4,217.6,1
114,95,38.7,57,96,515,17,2026-03-22 17:27:00,17,6,151.8,276.1,1
82,87,38.5,47,76,521,44,2026-03-22 17:28:00,17,6,136.3,257.9,1
96,94,38.7,55,56,427,6,2026-03-22 17:29:00,17,6,115.6,229.5,1
64,93,37.3,53,67,176,5,2026-03-22 17:30:00,17,6,96.7,183.2,1
84,88,36.8,54,44,313,41,2026-03-22 17:31:00,17,6,119.5,194.0,1
83,90,39.2,48,39,494,30,2026-03-22 17:32:00,17,6,109.9,228.5,1
76,87,37.8,48,31,139,51,2026-03-22 17:33:00,17,6,111.1,149.1,1
124,85,40.2,80,87,410,75,2026-03-22 17:34:00,17,6,187.7,263.3,1
113,98,38.0,38,83,146,19,2026-03-22 17:35:00,17,6,140.6,182.3,1
97,97,38.4,60,47,470,58,2026-03-22 17:36:00,17,6,123.0,233.7,1
93,87,37.8,53,43,221,50,2026-03-22 17:37:00,17,6,130.4,176.4,1
116,94,36.8,84,39,337,28,2026-03-22 17:38:00,17,6,129.7,210.3,1
97,99,38.7,34,89,223,64,2026-03-22 17:39:00,17,6,142.8,201.3,1
100,89,36.0,67,49,164,43,2026-03-22 17:40:00,17,6,133.9,172.6,1
65,88,38.1,44,65,327,21,2026-03-22 17:41:00,17,6,108.8,209.1,1
65,89,37.0,78,52,342,39,2026-03-22 17:42:00,17,6,106.2,217.8,1
68,91,39.1,70,69,549,5,2026-03-22 17:43:00,17,6,103.9,271.3,1
86,95,36.5,76,74,410,27,2026-03-22 17:44:00,17,6,121.4,244.8,1
73,89,36.4,30,69,214,30,2026-03-22 17:45:00,17,6,118.4,178.9,1
112,91,40.4,65,95,456,30,2026-03-22 17:46:00,17,6,159.6,271.0,1
89,87,36.8,83,43,101,11,2026-03-22 17:47:00,17,6,115.5,165.4,1
84,89,37.5,54,97,167,79,2026-03-22 17:48:00,17,6,155.9,203.3,1
92,89,36.8,76,50,390,17,2026-03-22 17:49:00,17,6,120.2,224.6,1
116,98,36.7,84,99,275,11,2026-03-22 17:50:00,17,6,148.6,239.7,1
86,99,37.4,51,75,357,55,2026-03-22 17:51:00,17,6,124.3,224.2,1
111,98,37.5,49,51,573,62,2026-03-22 17:52:00,17,6,135.9,249.8,1
68,99,35.8,81,91,383,33,2026-03-22 17:53:00,17,6,111.3,252.4,1
107,88,37.5,40,66,573,75,2026-03-22 17:54:00,17,6,159.1,255.8,1
121,92,36.0,59,92,581,31,2026-03-22 17:55:00,17,6,164.1,282.1,1
107,94,38.4,68,86,498,64,2026-03-22 17:56:00,17,6,156.8,270.6,1
119,85,37.5,69,32,472,55,2026-03-22 17:57:00,17,6,150.2,226.3,1
89,86,37.8,34,59,127,31,2026-03-22 17:58:00,17,6,131.0,159.3,1
86,89,39.2,37,63,380,26,2026-03-22 17:59:00,17,6,124.6,217.0,1
100,92,39.6,75,78,256,39,2026-03-22 18:00:00,18,6,142.7,222.5,1
120,91,39.6,37,40,143,5,2026-03-22 18:01:00,18,6,131.0,154.3,1
117,88,36.6,46,86,344,45,2026-03-22 18:02:00,18,6,168.1,225.2,1
105,93,39.5,41,96,551,67,2026-03-22 18:03:00,18,6,162.6,276.9,1
79,96,39.1,43,37,314,55,2026-03-22 18:04:00,18,6,104.2,188.4,1
108,95,36.4,86,36,450,56,2026-03-22 18:05:00,18,6,128.7,231.0,1
120,97,38.8,62,49,452,79,2026-03-22 18:06:00,18,6,148.7,233.3,1
111,95,36.3,62,45,255,25,2026-03-22 18:07:00,18,6,126.3,186.1,1
128,95,35.6,74,90,108,13,2026-03-22 18:08:00,18,6,158.8,192.8,1
99,95,36.0,48,87,529,58,2026-03-22 18:09:00,18,6,147.6,262.7,1
88,93,38.0,36,33,543,67,2026-03-22 18:10:00,18,6,117.5,225.7,1
105,99,37.0,34,78,110,46,2026-03-22 18:11:00,18,6,138.3,167.6,1
100,97,39.6,53,60,586,50,2026-03-22 18:12:00,18,6,129.5,264.9,1
122,92,36.2,85,81,593,51,2026-03-22 18:13:00,18,6,165.4,290.2,1
127,94,36.1,49,64,276,25,2026-03-22 18:14:00,18,6,150.1,196.7,1
117,96,39.7,41,98,578,6,2026-03-22 18:15:00,18,6,150.4,284.1,1
112,90,39.6,89,92,197,44,2026-03-22 18:16:00,18,6,163.8,227.5,1
110,90,36.7,79,37,172,13,2026-03-22 18:17:00,18,6,125.4,173.2,1
108,91,38.7,53,87,499,60,2026-03-22 18:18:00,18,6,161.4,264.6,1
113,95,37.0,50,97,392,62,2026-03-22 18:19:00,18,6,165.0,245.3,1
101,94,35.6,54,77,242,35,2026-03-22 18:20:00,18,6,138.8,200.5,1
115,94,37.2,68,85,314,16,2026-03-22 18:21:00,18,6,148.3,230.7,1
122,97,37.0,87,66,368,66,2026-03-22 18:22:00,18,6,154.9,237.3,1
116,92,39.8,31,42,130,6,2026-03-22 18:23:00,18,6,127.6,150.5,1
86,86,37.2,42,43,361,67,2026-03-22 18:24:00,18,6,131.4,197.7,1
60,90,38.2,45,59,292,34,2026-03-22 18:25:00,18,6,102.7,198.6,1
79,86,38.8,71,52,176,18,2026-03-22 18:26:00,18,6,115.6,184.7,1
91,88,37.5,40,80,275,13,2026-03-22 18:27:00,18,6,134.7,206.0,1
120,93,39.2,34,31,210,78,2026-03-22 18:28:00,18,6,145.4,159.1,1
103,89,36.8,84,65,358,61,2026-03-22 18:29:00,18,6,149.7,232.7,1
118,86,38.6,41,39,561,19,2026-03-22 18:30:00,18,6,140.6,237.2,1
78,87,39.4,52,80,322,14,2026-03-22 18:31:00,18,6,126.1,225.2,1
80,99,39.3,77,68,197,59,2026-03-22 18:32:00,18,6,117.2,204.1,1
99,96,39.1,40,37,200,33,2026-03-22 18:33:00,18,6,113.6,164.1,1
117,94,38.3,86,44,396,35,2026-03-22 18:34:00,18,6,135.1,229.6,1
74,93,37.2,56,98,488,32,2026-03-22 18:35:00,18,6,128.3,268.6,1
70,93,35.9,55,83,438,52,2026-03-22 18:36:00,18,6,123.6,245.0,1
111,96,37.3,51,40,469,60,2026-03-22 18:37:00,18,6,132.8,221.9,1
111,86,37.7,59,98,501,33,2026-03-22 18:38:00,18,6,168.7,273.7,1
60,89,40.2,74,40,424,44,2026-03-22 18:39:00,18,6,97.7,230.2,1
122,91,38.1,49,89,237,26,2026-03-22 18:40:00,18,6,163.4,210.4,1
73,96,40.2,55,90,277,73,2026-03-22 18:41:00,18,6,131.3,226.3,1
121,94,38.9,82,90,275,72,2026-03-22 18:42:00,18,6,172.4,236.8,1
118,91,40.1,50,95,434,24,2026-03-22 18:43:00,18,6,162.6,258.5,1
114,89,39.7,46,61,593,22,2026-03-22 18:44:00,18,6,144.8,263.7,1
100,89,38.7,85,50,426,43,2026-03-22 18:45:00,18,6,134.4,240.1,1
63,88,35.6,56,65,360,48,2026-03-22 18:46:00,18,6,115.3,216.7,1
73,88,39.0,62,49,178,33,2026-03-22 18:47:00,18,6,110.8,178.9,1
129,86,35.5,79,47,204,47,2026-03-22 18:48:00,18,6,161.8,184.2,1
80,97,36.3,45,93,593,52,2026-03-22 18:49:00,18,6,130.6,278.8,1
82,99,39.6,76,58,589,10,2026-03-22 18:50:00,18,6,99.1,275.6,1
65,98,38.1,62,81,330,45,2026-03-22 18:51:00,18,6,109.0,229.9,1
83,85,39.8,55,96,376,50,2026-03-22 18:52:00,18,6,151.9,249.5,1
70,92,38.9,60,58,220,47,2026-03-22 18:53:00,18,6,111.1,192.4,1
109,85,36.8,72,73,451,8,2026-03-22 18:54:00,18,6,148.6,250.9,1
66,89,36.4,31,42,164,64,2026-03-22 18:55:00,18,6,109.5,150.5,1
75,92,35.7,88,88,550,7,2026-03-22 18:56:00,18,6,118.1,287.0,1
128,98,39.5,48,37,408,40,2026-03-22 18:57:00,18,6,135.9,210.5,1
121,88,39.9,50,30,319,39,2026-03-22 18:58:00,18,6,141.5,189.6,1
70,98,38.7,67,56,217,75,2026-03-22 18:59:00,18,6,109.5,193.5,1
80,90,36.2,45,90,370,20,2026-03-22 19:00:00,19,6,130.0,231.9,1
74,90,35.6,80,86,237,73,2026-03-22 19:01:00,19,6,139.1,218.8,1
63,92,36.8,79,73,290,40,2026-03-22 19:02:00,19,6,110.9,222.2,1
82,88,39.2,54,37,130,44,2026-03-22 19:03:00,19,6,115.3,157.3,1
122,91,40.4,75,93,241,5,2026-03-22 19:04:00,19,6,159.1,231.6,1
75,89,37.6,65,80,472,20,2026-03-22 19:05:00,19,6,122.5,258.1,1
106,86,36.2,89,72,457,51,2026-03-22 19:06:00,19,6,157.1,258.7,1
76,87,37.8,46,82,553,11,2026-03-22 19:07:00,19,6,124.6,266.6,1
107,89,38.9,82,40,187,74,2026-03-22 19:08:00,19,6,144.3,184.2,1
121,88,35.9,78,35,412,29,2026-03-22 19:09:00,19,6,141.0,217.7,1
104,87,39.1,81,30,188,49,2026-03-22 19:10:00,19,6,132.4,177.3,1
93,85,38.7,85,53,314,57,2026-03-22 19:11:00,19,6,140.5,219.8,1
105,90,37.0,86,35,568,63,2026-03-22 19:12:00,19,6,135.4,255.1,1
97,95,37.2,76,55,407,64,2026-03-22 19:13:00,19,6,131.8,232.3,1
60,91,38.5,30,92,370,28,2026-03-22 19:14:00,19,6,115.9,230.4,1
86,96,38.4,83,38,455,53,2026-03-22 19:15:00,19,6,109.7,235.9,1
80,97,38.7,31,80,598,33,2026-03-22 19:16:00,19,6,118.4,268.5,1
120,88,39.0,48,45,586,42,2026-03-22 19:17:00,19,6,149.1,250.7,1
102,99,37.1,32,60,357,33,2026-03-22 19:18:00,19,6,123.0,203.6,1
60,87,40.5,68,99,317,25,2026-03-22 19:19:00,19,6,124.5,247.7,1
96,98,37.9,63,54,182,5,2026-03-22 19:20:00,19,6,108.3,181.5,1
109,89,39.2,55,39,528,63,2026-03-22 19:21:00,19,6,142.1,238.8,1
93,92,36.7,40,77,174,32,2026-03-22 19:22:00,19,6,134.5,182.1,1
116,86,36.4,40,48,189,21,2026-03-22 19:23:00,19,6,144.1,164.2,1
68,89,36.4,77,38,141,78,2026-03-22 19:24:00,19,6,113.3,166.1,1
89,96,39.2,56,70,354,58,2026-03-22 19:25:00,19,6,129.6,226.2,1
68,87,39.8,32,92,451,39,2026-03-22 19:26:00,19,6,131.6,250.2,1
119,96,40.3,55,88,235,17,2026-03-22 19:27:00,19,6,150.3,216.7,1
73,91,36.9,78,65,236,23,2026-03-22 19:28:00,19,6,111.3,205.5,1
65,96,36.2,41,61,378,70,2026-03-22 19:29:00,19,6,109.5,211.2,1
115,99,38.4,32,65,100,56,2026-03-22 19:30:00,19,6,142.8,158.3,1
86,99,39.1,45,80,159,21,2026-03-22 19:31:00,19,6,116.6,188.5,1
85,97,35.7,49,67,249,42,2026-03-22 19:32:00,19,6,118.6,192.6,1
124,93,36.7,82,38,306,54,2026-03-22 19:33:00,19,6,144.9,202.2,1
115,89,37.0,55,51,532,32,2026-03-22 19:34:00,19,6,143.6,243.6,1
108,86,40.4,75,53,539,35,2026-03-22 19:35:00,19,6,144.4,263.2,1
112,96,36.6,37,76,197,61,2026-03-22 19:36:00,19,6,151.9,184.3,1
93,93,38.7,74,80,279,70,2026-03-22 19:37:00,19,6,145.9,226.2,1
117,95,37.6,67,54,230,23,2026-03-22 19:38:00,19,6,135.0,192.5,1
81,95,37.4,50,65,135,71,2026-03-22 19:39:00,19,6,126.1,172.3,1
67,99,35.9,50,57,341,41,2026-03-22 19:40:00,19,6,95.9,204.9,1
82,93,37.0,40,64,143,72,2026-03-22 19:41:00,19,6,129.7,167.4,1
87,86,35.7,79,55,384,37,2026-03-22 19:42:00,19,6,129.2,226.2,1
117,93,39.3,78,54,424,43,2026-03-22 19:43:00,19,6,144.0,240.2,1
68,95,40.3,69,81,183,79,2026-03-22 19:44:00,19,6,126.1,208.4,1
109,86,39.3,35,68,242,35,2026-03-22 19:45:00,19,6,152.7,192.1,1
125,85,39.2,76,34,430,29,2026-03-22 19:46:00,19,6,148.2,226.2,1
106,85,36.4,66,75,187,41,2026-03-22 19:47:00,19,6,157.1,195.7,1
97,88,37.0,53,72,106,31,2026-03-22 19:48:00,19,6,140.9,172.1,1
110,85,38.2,67,77,278,20,2026-03-22 19:49:00,19,6,155.0,219.4,1
97,97,39.0,51,63,111,18,2026-03-22 19:50:00,19,6,119.0,169.8,1
97,99,35.9,32,97,581,52,2026-03-22 19:51:00,19,6,143.2,271.9,1
97,94,37.2,44,55,540,9,2026-03-22 19:52:00,19,6,116.8,242.9,1
119,91,39.2,75,99,575,5,2026-03-22 19:53:00,19,6,159.7,300.2,1
88,94,38.0,42,70,336,51,2026-03-22 19:54:00,19,6,129.7,213.2,1
63,97,36.2,56,46,596,20,2026-03-22 19:55:00,19,6,83.9,251.8,1
87,97,37.6,72,55,226,18,2026-03-22 19:56:00,19,6,107.0,194.9,1
92,94,35.7,88,90,170,75,2026-03-22 19:57:00,19,6,150.1,212.4,1
103,88,37.7,78,38,252,41,2026-03-22 19:58:00,19,6,131.7,191.4,1
110,89,36.0,61,66,548,68,2026-03-22 19:59:00,19,6,157.9,258.3,1
71,94,37.6,43,81,422,43,2026-03-22 20:00:00,20,6,119.2,237.8,1
82,85,36.1,43,63,398,75,2026-03-22 20:01:00,20,6,142.1,217.4,1
105,96,38.7,41,89,377,26,2026-03-22 20:02:00,20,6,142.3,235.6,1
68,86,37.2,32,31,231,62,2026-03-22 20:03:00,20,6,109.5,158.3,1
91,85,35.6,57,90,508,66,2026-03-22 20:04:00,20,6,160.1,264.3,1
87,86,37.5,59,83,124,41,2026-03-22 20:05:00,20,6,144.4,187.4,1
116,94,40.2,59,71,475,17,2026-03-22 20:06:00,20,6,142.4,254.6,1
86,92,38.0,57,85,355,44,2026-03-22 20:07:00,20,6,136.5,235.0,1
126,94,35.8,48,77,513,31,2026-03-22 20:08:00,20,6,157.6,252.1,1
86,98,38.5,80,79,311,47,2026-03-22 20:09:00,20,6,125.4,234.5,1
64,94,39.5,39,39,490,71,2026-03-22 20:10:00,20,6,101.0,223.8,1
104,85,36.8,79,41,407,44,2026-03-22 20:11:00,20,6,139.4,223.2,1
72,96,35.8,77,72,427,68,2026-03-22 20:12:00,20,6,120.0,245.9,1
72,98,38.2,45,98,239,24,2026-03-22 20:13:00,20,6,116.8,215.3,1
113,98,39.5,33,46,205,76,2026-03-22 20:14:00,20,6,139.2,168.7,1
103,91,39.9,69,63,446,42,2026-03-22 20:15:00,20,6,140.0,247.6,1
127,89,37.8,46,38,179,24,2026-03-22 20:16:00,20,6,144.3,161.0,1
80,95,39.4,81,60,329,32,2026-03-22 20:17:00,20,6,111.1,227.1,1
95,88,36.0,45,50,102,34,2026-03-22 20:18:00,20,6,129.2,149.9,1
68,87,40.1,81,47,528,36,2026-03-22 20:19:00,20,6,108.2,259.2,1
125,89,39.9,69,75,171,10,2026-03-22 20:20:00,20,6,157.0,201.0,1
70,91,36.8,75,32,265,25,2026-03-22 20:21:00,20,6,93.0,186.5,1
97,86,39.2,69,98,446,61,2026-03-22 20:22:00,20,6,165.9,270.7,1
129,91,35.8,44,71,384,7,2026-03-22 20:23:00,20,6,154.3,220.1,1
98,85,37.4,79,64,300,11,2026-03-22 20:24:00,20,6,136.2,219.1,1
78,92,36.1,47,30,233,62,2026-03-22 20:25:00,20,6,108.0,163.3,1
65,85,36.4,72,55,512,63,2026-03-22 20:26:00,20,6,120.9,249.7,1
77,91,38.9,37,98,463,17,2026-03-22 20:27:00,20,6,129.2,257.5,1
96,94,37.9,48,99,492,42,2026-03-22 20:28:00,20,6,147.9,267.5,1
116,96,37.1,42,42,504,77,2026-03-22 20:29:00,20,6,142.9,225.4,1
91,88,36.6,46,43,216,31,2026-03-22 20:30:00,20,6,121.6,169.5,1
63,85,35.9,78,99,485,32,2026-03-22 20:31:00,20,6,132.0,277.1,1
84,95,36.1,86,60,490,76,2026-03-22 20:32:00,20,6,127.5,255.2,1
87,89,37.5,34,98,156,71,2026-03-22 20:33:00,20,6,156.4,191.8,1
95,90,38.4,81,84,349,18,2026-03-22 20:34:00,20,6,138.4,245.9,1
84,95,40.0,39,72,285,72,2026-03-22 20:35:00,20,6,132.3,206.9,1
110,97,38.6,47,67,450,44,2026-03-22 20:36:00,20,6,139.2,237.6,1
60,86,39.3,69,63,215,66,2026-03-22 20:37:00,20,6,120.3,200.2,1
120,97,38.0,80,78,351,50,2026-03-22 20:38:00,20,6,154.5,240.8,1
70,93,37.3,36,59,582,60,2026-03-22 20:39:00,20,6,114.0,250.3,1
84,98,38.6,61,82,413,44,2026-03-22 20:40:00,20,6,124.4,247.7,1
63,99,36.0,67,37,272,34,2026-03-22 20:41:00,20,6,80.6,185.8,1
77,91,36.5,38,69,592,50,2026-03-22 20:42:00,20,6,124.6,258.7,1
83,93,39.3,47,99,188,62,2026-03-22 20:43:00,20,6,145.0,209.0,1
107,92,38.8,52,76,366,76,2026-03-22 20:44:00,20,6,158.4,230.0,1
69,93,40.4,39,73,154,49,2026-03-22 20:45:00,20,6,116.9,182.2,1
129,99,37.2,35,34,220,27,2026-03-22 20:46:00,20,6,129.8,159.7,1
